Component_ID,Lot_ID,True_Class,Anomaly_Score,IF_Prediction,Predicted_Anomaly
C44-010,L44,LATENT_DEFECT,0.008994351416626856,-1,1
C41-064,L41,NORMAL,-0.11588966467094175,1,0
C47-086,L47,NORMAL,-0.09480137932063099,1,0
C45-022,L45,NORMAL,-0.112532617787381,1,0
C47-045,L47,NORMAL,-0.07665743845223988,1,0
C39-023,L39,NORMAL,-0.1141348010645733,1,0
C35-050,L35,NORMAL,-0.11997481556573142,1,0
C32-074,L32,OBVIOUS_FAILURE,0.20293444538333094,-1,1
C30-063,L30,NORMAL,-0.11969525700088562,1,0
C05-069,L05,NORMAL,-0.06969910034048582,1,0
C44-017,L44,NORMAL,-0.1062303170129763,1,0
C29-049,L29,NORMAL,-0.09938664693997118,1,0
C47-049,L47,NORMAL,-0.06324084920126499,1,0
C22-029,L22,NORMAL,-0.0687771489979293,1,0
C18-004,L18,NORMAL,-0.1281963946813386,1,0
C43-063,L43,NORMAL,-0.13168477502786796,1,0
C19-063,L19,NORMAL,-0.08435453958696776,1,0
C19-046,L19,NORMAL,-0.12113195812918598,1,0
C10-063,L10,NORMAL,-0.13770006152135472,1,0
C30-026,L30,NORMAL,-0.10487416834740804,1,0
C35-017,L35,NORMAL,-0.120046514096948,1,0
C31-080,L31,NORMAL,-0.12651389314835892,1,0
C38-080,L38,NORMAL,-0.12402734582978464,1,0
C22-006,L22,NORMAL,-0.05911717608183287,1,0
C50-054,L50,NORMAL,-0.09277570075984393,1,0
C29-078,L29,NORMAL,-0.057475713863334,1,0
C41-011,L41,NORMAL,-0.11772314422762753,1,0
C06-020,L06,NORMAL,-0.09973473331617522,1,0
C08-068,L08,NORMAL,-0.0696717736507389,1,0
C47-040,L47,LATENT_DEFECT,0.024502811705003458,-1,1
C50-064,L50,NORMAL,-0.09602076592218584,1,0
C11-050,L11,NORMAL,-0.0952258652950344,1,0
C45-038,L45,NORMAL,-0.11199761976434575,1,0
C40-004,L40,NORMAL,-0.09495770563689826,1,0
C30-002,L30,NORMAL,-0.10866116366632539,1,0
C08-052,L08,NORMAL,-0.07611418037978762,1,0
C25-053,L25,NORMAL,-0.10885284056125255,1,0
C17-073,L17,NORMAL,-0.11470095549386472,1,0
C48-037,L48,NORMAL,-0.1052494345645425,1,0
C35-037,L35,NORMAL,-0.10039542617723407,1,0
C10-091,L10,NORMAL,-0.07630857604868857,1,0
C46-037,L46,NORMAL,-0.12601593344574036,1,0
C42-062,L42,NORMAL,-0.07264704378620535,1,0
C10-099,L10,NORMAL,-0.12673390863060202,1,0
C35-086,L35,NORMAL,-0.11274231412387703,1,0
C06-011,L06,NORMAL,-0.11658944153141476,1,0
C22-076,L22,NORMAL,-0.09494006611622063,1,0
C10-036,L10,OBVIOUS_FAILURE,0.24872438982872125,-1,1
C16-051,L16,NORMAL,-0.10748406132914529,1,0
C06-028,L06,NORMAL,-0.13208742666606765,1,0
C08-066,L08,LATENT_DEFECT,0.05925940642695371,-1,1
C48-007,L48,NORMAL,-0.061497593440421494,1,0
C06-077,L06,LATENT_DEFECT,0.016972690793590317,-1,1
C38-031,L38,NORMAL,-0.04394966100159681,1,0
C25-016,L25,NORMAL,-0.09099082820503174,1,0
C10-008,L10,NORMAL,-0.121425301800963,1,0
C22-039,L22,NORMAL,-0.047756111191645856,1,0
C25-078,L25,NORMAL,-0.08340355202836208,1,0
C18-045,L18,NORMAL,-0.13666017303895117,1,0
C29-038,L29,NORMAL,-0.0577234413421841,1,0
C33-019,L33,LATENT_DEFECT,0.05621893133966305,-1,1
C28-071,L28,NORMAL,-0.10996762145012873,1,0
C31-008,L31,NORMAL,-0.1136309050386331,1,0
C27-093,L27,NORMAL,-0.13752195600501493,1,0
C40-056,L40,NORMAL,-0.11098625751645264,1,0
C22-035,L22,LATENT_DEFECT,0.03739126738982068,-1,1
C48-029,L48,NORMAL,-0.12031468689772185,1,0
C24-059,L24,LATENT_DEFECT,0.06727679751460025,-1,1
C30-068,L30,NORMAL,-0.11963602073847368,1,0
C19-045,L19,LATENT_DEFECT,0.0041918908386215925,-1,1
C05-100,L05,LATENT_DEFECT,0.033940012754360316,-1,1
C41-071,L41,NORMAL,-0.051274306245406964,1,0
C24-054,L24,NORMAL,-0.11307829803470465,1,0
C18-002,L18,NORMAL,-0.11514690952640666,1,0
C33-013,L33,NORMAL,-0.11421067353769715,1,0
C25-075,L25,NORMAL,-0.08690223588436752,1,0
C42-066,L42,NORMAL,-0.054801580508568926,1,0
C06-032,L06,NORMAL,-0.05602744908305185,1,0
C22-007,L22,NORMAL,-0.08641266481593007,1,0
C29-092,L29,NORMAL,-0.07886846488331917,1,0
C30-073,L30,NORMAL,-0.11762914778550998,1,0
C31-010,L31,NORMAL,-0.12422688057225173,1,0
C42-027,L42,NORMAL,-0.1273571090300472,1,0
C24-064,L24,NORMAL,-0.09364931717180935,1,0
C48-041,L48,LATENT_DEFECT,0.03214553444294521,-1,1
C31-030,L31,NORMAL,-0.12457555915843743,1,0
C30-097,L30,NORMAL,-0.12570785125217127,1,0
C05-005,L05,NORMAL,-0.07556899436381198,1,0
C41-007,L41,NORMAL,-0.11735472449801926,1,0
C26-037,L26,NORMAL,-0.07125305106196994,1,0
C44-033,L44,OBVIOUS_FAILURE,0.1922785372572251,-1,1
C43-096,L43,NORMAL,-0.11584431114175808,1,0
C27-008,L27,NORMAL,-0.12415009921609638,1,0
C24-069,L24,NORMAL,-0.09646184928894269,1,0
C22-082,L22,NORMAL,-0.08743613260749722,1,0
C41-084,L41,NORMAL,-0.10975940385686267,1,0
C33-015,L33,NORMAL,-0.10442602412753854,1,0
C21-098,L21,NORMAL,-0.0873921533707861,1,0
C26-004,L26,NORMAL,-0.09955366190167159,1,0
C40-096,L40,NORMAL,-0.10895066578910079,1,0
C26-092,L26,NORMAL,-0.09716966158777085,1,0
C50-017,L50,NORMAL,-0.10540106285998685,1,0
C29-068,L29,NORMAL,-0.10138365165656144,1,0
C24-079,L24,NORMAL,-0.10319579964773379,1,0
C44-048,L44,NORMAL,-0.1294094101592208,1,0
C19-095,L19,NORMAL,-0.11764704534911635,1,0
C10-065,L10,NORMAL,-0.08488813939584633,1,0
C47-054,L47,NORMAL,-0.12267692366615901,1,0
C46-004,L46,NORMAL,-0.11831712173745318,1,0
C43-019,L43,NORMAL,-0.11425781613499009,1,0
C29-061,L29,LATENT_DEFECT,0.061064441330691666,-1,1
C33-020,L33,NORMAL,-0.09110233332116341,1,0
C47-094,L47,NORMAL,-0.09885372974504342,1,0
C06-013,L06,NORMAL,-0.08298593364390333,1,0
C21-037,L21,NORMAL,-0.10649448726770055,1,0
C48-089,L48,NORMAL,-0.11134573195268971,1,0
C19-001,L19,NORMAL,-0.1347583675132552,1,0
C24-093,L24,NORMAL,-0.09021181163392644,1,0
C24-099,L24,NORMAL,-0.04074041839325654,1,0
C17-042,L17,NORMAL,-0.11208367728838609,1,0
C45-080,L45,NORMAL,-0.0933410155984783,1,0
C42-022,L42,LATENT_DEFECT,0.05648337061433906,-1,1
C39-003,L39,NORMAL,-0.11555250407546974,1,0
C11-010,L11,LATENT_DEFECT,0.023588761463755104,-1,1
C11-098,L11,NORMAL,-0.10193734291842271,1,0
C41-029,L41,NORMAL,-0.11336009358421584,1,0
C19-082,L19,NORMAL,-0.1321974745861319,1,0
C42-067,L42,NORMAL,-0.08831846771973417,1,0
C45-084,L45,NORMAL,-0.12821049488355596,1,0
C11-019,L11,NORMAL,-0.09725561070938132,1,0
C22-058,L22,NORMAL,-0.11267825198952663,1,0
C17-068,L17,NORMAL,-0.09763729104749863,1,0
C38-029,L38,NORMAL,-0.14365433871145789,1,0
C47-016,L47,NORMAL,-0.07875083677467776,1,0
C05-024,L05,NORMAL,-0.07315927494896313,1,0
C28-021,L28,NORMAL,-0.12833900423966488,1,0
C29-045,L29,NORMAL,-0.06868796727369586,1,0
C18-020,L18,NORMAL,-0.13898396012563313,1,0
C05-001,L05,NORMAL,-0.07655092110685385,1,0
C45-081,L45,NORMAL,-0.12336646183167349,1,0
C47-036,L47,NORMAL,-0.08545730123783163,1,0
C41-078,L41,NORMAL,-0.1099385446088253,1,0
C45-062,L45,OBVIOUS_FAILURE,0.18956675183483807,-1,1
C22-004,L22,LATENT_DEFECT,0.07106180224498249,-1,1
C24-084,L24,NORMAL,-0.11027144566041369,1,0
C40-092,L40,NORMAL,-0.11075731364663916,1,0
C43-004,L43,NORMAL,-0.11529432003886125,1,0
C40-083,L40,NORMAL,-0.0983512755704396,1,0
C39-018,L39,NORMAL,-0.117293920521096,1,0
C42-014,L42,LATENT_DEFECT,0.04937481346920036,-1,1
C19-083,L19,NORMAL,-0.1064768759904649,1,0
C10-057,L10,NORMAL,-0.12743483903863978,1,0
C41-015,L41,NORMAL,-0.10482057675835071,1,0
C39-096,L39,NORMAL,-0.07083901654881447,1,0
C08-082,L08,NORMAL,-0.06726479002055102,1,0
C47-064,L47,NORMAL,-0.0916188217345335,1,0
C43-013,L43,NORMAL,-0.09773696134109122,1,0
C33-050,L33,NORMAL,-0.10785947334854418,1,0
C21-011,L21,NORMAL,-0.09914405553643624,1,0
C24-038,L24,NORMAL,-0.1233839692937328,1,0
C31-019,L31,NORMAL,-0.06373140386062226,1,0
C16-063,L16,NORMAL,-0.11512056394794723,1,0
C25-014,L25,NORMAL,-0.08072126662731599,1,0
C46-073,L46,NORMAL,-0.0923799455707151,1,0
C25-093,L25,NORMAL,-0.10603649867397935,1,0
C31-048,L31,NORMAL,-0.10849641690046258,1,0
C42-050,L42,NORMAL,-0.08853513824473613,1,0
C41-073,L41,NORMAL,-0.11231881010557881,1,0
C30-034,L30,NORMAL,-0.08227093261400731,1,0
C18-046,L18,LATENT_DEFECT,0.006793082831042518,-1,1
C11-043,L11,NORMAL,-0.08455779435587435,1,0
C44-028,L44,NORMAL,-0.10916767132564481,1,0
C35-045,L35,NORMAL,-0.09650015847882076,1,0
C43-042,L43,NORMAL,-0.13359572143174386,1,0
C22-003,L22,NORMAL,-0.12136233372450428,1,0
C39-077,L39,LATENT_DEFECT,-0.02020992939786509,1,0
C25-067,L25,NORMAL,-0.07464843376895802,1,0
C29-013,L29,NORMAL,-0.10510050272484761,1,0
C26-023,L26,LATENT_DEFECT,0.051659675468799904,-1,1
C33-087,L33,NORMAL,-0.06796688399756584,1,0
C25-079,L25,NORMAL,-0.1248600942033018,1,0
C21-049,L21,NORMAL,-0.060822348250925806,1,0
C39-097,L39,NORMAL,-0.12341848144165746,1,0
C35-048,L35,NORMAL,-0.11072906721454234,1,0
C29-090,L29,NORMAL,-0.07877652105147265,1,0
C30-078,L30,NORMAL,-0.1173274699499493,1,0
C06-038,L06,NORMAL,-0.09697324708404098,1,0
C26-091,L26,NORMAL,-0.11673327874244199,1,0
C28-061,L28,NORMAL,-0.09247242523812116,1,0
C22-034,L22,NORMAL,-0.08921111832144007,1,0
C35-094,L35,NORMAL,-0.08785324015058071,1,0
C39-004,L39,NORMAL,-0.09050229890049233,1,0
C05-064,L05,NORMAL,-0.07301057404613592,1,0
C26-030,L26,NORMAL,-0.08161553589411252,1,0
C06-053,L06,OBVIOUS_FAILURE,0.18709971305687145,-1,1
C46-002,L46,LATENT_DEFECT,0.0004532292584953357,-1,1
C32-096,L32,NORMAL,-0.11939402115335801,1,0
C19-031,L19,NORMAL,-0.09654631890487159,1,0
C29-044,L29,NORMAL,-0.09222266154863912,1,0
C39-053,L39,NORMAL,-0.11285747213556013,1,0
C28-016,L28,NORMAL,-0.128360408734502,1,0
C25-077,L25,NORMAL,-0.09034122893248242,1,0
C28-066,L28,NORMAL,-0.122142267313252,1,0
C30-077,L30,NORMAL,-0.07117429880477383,1,0
C30-074,L30,NORMAL,-0.13312079681784778,1,0
C21-091,L21,NORMAL,-0.07258870460462236,1,0
C42-096,L42,NORMAL,-0.08661211896451615,1,0
C11-094,L11,NORMAL,-0.06360010677740696,1,0
C16-078,L16,NORMAL,-0.12479775014161182,1,0
C04-042,L04,NORMAL,-0.06337217342835089,1,0
C39-078,L39,NORMAL,-0.11457563320611702,1,0
C25-100,L25,NORMAL,-0.08132538833611058,1,0
C39-068,L39,NORMAL,-0.07945112445305713,1,0
C06-044,L06,NORMAL,-0.09765633410170244,1,0
C22-025,L22,NORMAL,-0.050449825779644464,1,0
C39-042,L39,NORMAL,-0.0637499420390904,1,0
C26-024,L26,NORMAL,-0.07277286931447463,1,0
C24-014,L24,NORMAL,-0.11003179109652123,1,0
C06-062,L06,NORMAL,-0.11112283267179579,1,0
C24-036,L24,NORMAL,-0.10598247542951489,1,0
C18-035,L18,NORMAL,-0.10160575585784543,1,0
C42-005,L42,NORMAL,-0.08684019499099943,1,0
C40-046,L40,NORMAL,-0.08993575677381799,1,0
C31-053,L31,NORMAL,-0.0726242297044834,1,0
C26-003,L26,OBVIOUS_FAILURE,0.2148738154473998,-1,1
C08-041,L08,NORMAL,-0.0751124063461931,1,0
C26-056,L26,LATENT_DEFECT,0.010619450266490138,-1,1
C17-049,L17,NORMAL,-0.07371787735896573,1,0
C44-091,L44,NORMAL,-0.12295843648256832,1,0
C10-081,L10,NORMAL,-0.12857338145136632,1,0
C24-089,L24,NORMAL,-0.09667519797123741,1,0
C30-061,L30,NORMAL,-0.1038617509019214,1,0
C27-066,L27,NORMAL,-0.12948175381912913,1,0
C17-084,L17,NORMAL,-0.11647512492815715,1,0
C50-031,L50,LATENT_DEFECT,0.03732345836079176,-1,1
C26-051,L26,LATENT_DEFECT,0.04259635315762367,-1,1
C38-003,L38,NORMAL,-0.08791271499325509,1,0
C47-030,L47,NORMAL,-0.09953060634485916,1,0
C39-091,L39,NORMAL,-0.04045448749735475,1,0
C33-095,L33,NORMAL,-0.11338314985245074,1,0
C32-003,L32,NORMAL,-0.11382137788180252,1,0
C39-027,L39,NORMAL,-0.10464122132704862,1,0
C38-016,L38,NORMAL,-0.13313457320586575,1,0
C46-036,L46,NORMAL,-0.09593561597483247,1,0
C30-004,L30,NORMAL,-0.13067261638579802,1,0
C27-059,L27,NORMAL,-0.13205684837141674,1,0
C22-028,L22,NORMAL,-0.09939145041142128,1,0
C16-027,L16,NORMAL,-0.13414440061089594,1,0
C08-048,L08,NORMAL,-0.06907090497822654,1,0
C35-042,L35,LATENT_DEFECT,0.050363253226258675,-1,1
C44-085,L44,NORMAL,-0.11563593492960728,1,0
C19-080,L19,NORMAL,-0.1074246397825449,1,0
C45-017,L45,NORMAL,-0.13581588842675568,1,0
C27-014,L27,LATENT_DEFECT,0.019580936733152865,-1,1
C19-012,L19,NORMAL,-0.11001916986277294,1,0
C33-097,L33,NORMAL,-0.09690178745475136,1,0
C16-033,L16,NORMAL,-0.11561614562541833,1,0
C41-074,L41,NORMAL,-0.12246121264281429,1,0
C10-046,L10,NORMAL,-0.11985252569658966,1,0
C16-018,L16,LATENT_DEFECT,0.007236482209345252,-1,1
C45-086,L45,NORMAL,-0.07093542113013207,1,0
C26-076,L26,NORMAL,-0.10234544637876725,1,0
C32-054,L32,NORMAL,-0.10420707177343469,1,0
C38-083,L38,NORMAL,-0.12458576286983325,1,0
C48-069,L48,NORMAL,-0.09413085322644732,1,0
C33-011,L33,NORMAL,-0.07793523673780117,1,0
C29-024,L29,NORMAL,-0.0836241074725278,1,0
C08-054,L08,NORMAL,-0.061496170003581097,1,0
C24-033,L24,NORMAL,-0.12223384729697961,1,0
C16-014,L16,NORMAL,-0.12045509801278215,1,0
C32-019,L32,NORMAL,-0.12701111321177078,1,0
C25-039,L25,NORMAL,-0.06526053613545862,1,0
C32-058,L32,NORMAL,-0.10437234296386921,1,0
C30-047,L30,NORMAL,-0.10582693028314916,1,0
C35-024,L35,NORMAL,-0.11019943332310822,1,0
C04-058,L04,OBVIOUS_FAILURE,0.2500754925598634,-1,1
C50-050,L50,NORMAL,-0.11118829287339166,1,0
C32-029,L32,NORMAL,-0.08306180129817065,1,0
C40-068,L40,NORMAL,-0.10272299624370507,1,0
C44-022,L44,NORMAL,-0.12824184691287077,1,0
C39-024,L39,NORMAL,-0.11191393735536886,1,0
C40-007,L40,NORMAL,-0.11945692030962479,1,0
C41-004,L41,NORMAL,-0.1333559969102972,1,0
C47-087,L47,LATENT_DEFECT,0.037088899573565204,-1,1
C35-090,L35,LATENT_DEFECT,0.03477538258789081,-1,1
C26-022,L26,LATENT_DEFECT,0.02667715548958005,-1,1
C11-061,L11,LATENT_DEFECT,0.04850020371509811,-1,1
C17-008,L17,NORMAL,-0.11730692709032237,1,0
C35-055,L35,NORMAL,-0.08774022037809398,1,0
C10-025,L10,NORMAL,-0.1187670299657127,1,0
C21-094,L21,NORMAL,-0.08993329331598093,1,0
C16-048,L16,NORMAL,-0.11724904284497423,1,0
C04-073,L04,NORMAL,-0.07017546296891847,1,0
C33-078,L33,NORMAL,-0.0919211218919575,1,0
C26-068,L26,NORMAL,-0.1133118818231561,1,0
C25-041,L25,NORMAL,-0.08314000344481831,1,0
C21-006,L21,NORMAL,-0.09770165810394177,1,0
C16-021,L16,NORMAL,-0.13112983521484056,1,0
C31-041,L31,OBVIOUS_FAILURE,0.15054230312425143,-1,1
C28-056,L28,NORMAL,-0.12991185424241564,1,0
C11-054,L11,NORMAL,-0.1008265604587063,1,0
C35-028,L35,NORMAL,-0.07951624619974734,1,0
C41-054,L41,NORMAL,-0.12653021897988248,1,0
C46-092,L46,NORMAL,-0.12304227539166307,1,0
C31-026,L31,NORMAL,-0.0969387954434065,1,0
C19-099,L19,LATENT_DEFECT,0.023325454584533833,-1,1
C28-089,L28,NORMAL,-0.0920283155787584,1,0
C31-081,L31,NORMAL,-0.11022910312792095,1,0
C28-007,L28,NORMAL,-0.09352395972250233,1,0
C47-004,L47,NORMAL,-0.09389216316467663,1,0
C50-081,L50,NORMAL,-0.07824822302418516,1,0
C42-053,L42,OBVIOUS_FAILURE,0.16385368081674057,-1,1
C39-020,L39,NORMAL,-0.09376522829308259,1,0
C10-041,L10,NORMAL,-0.12579580586475886,1,0
C11-009,L11,NORMAL,-0.0999244879567257,1,0
C22-001,L22,NORMAL,-0.11624968882094183,1,0
C11-090,L11,NORMAL,-0.09195025774259474,1,0
C44-042,L44,NORMAL,-0.12639427783187374,1,0
C16-050,L16,NORMAL,-0.13468648499095526,1,0
C46-091,L46,NORMAL,-0.09736893166636484,1,0
C32-043,L32,NORMAL,-0.11082566801801741,1,0
C48-076,L48,NORMAL,-0.07948991570510439,1,0
C43-091,L43,NORMAL,-0.124238603484848,1,0
C28-052,L28,NORMAL,-0.07462287253458694,1,0
C16-061,L16,NORMAL,-0.12844888402007304,1,0
C16-031,L16,NORMAL,-0.1233458407300787,1,0
C29-032,L29,NORMAL,-0.06604715753306206,1,0
C32-016,L32,NORMAL,-0.0875855680400322,1,0
C25-051,L25,NORMAL,-0.09128654545051634,1,0
C10-083,L10,NORMAL,-0.13106376283665838,1,0
C50-029,L50,NORMAL,-0.11437058382488957,1,0
C44-090,L44,NORMAL,-0.13312711061961285,1,0
C27-010,L27,NORMAL,-0.07945563318854232,1,0
C39-044,L39,NORMAL,-0.10577173844106869,1,0
C35-070,L35,NORMAL,-0.11483574171796845,1,0
C32-088,L32,NORMAL,-0.10944847219786996,1,0
C18-057,L18,NORMAL,-0.12646660490003186,1,0
C24-026,L24,NORMAL,-0.08522865203200353,1,0
C22-091,L22,NORMAL,-0.11019378380967215,1,0
C30-008,L30,NORMAL,-0.1199303929411697,1,0
C11-031,L11,NORMAL,-0.08938099720682696,1,0
C38-049,L38,OBVIOUS_FAILURE,0.1508738806110006,-1,1
C04-050,L04,NORMAL,-0.09510534044328062,1,0
C42-077,L42,NORMAL,-0.08031771042118274,1,0
C18-059,L18,NORMAL,-0.12308699881156876,1,0
C35-027,L35,NORMAL,-0.11942005831596791,1,0
C21-073,L21,NORMAL,-0.08239640016331895,1,0
C17-020,L17,NORMAL,-0.08172561285720736,1,0
C28-025,L28,NORMAL,-0.07690349833486115,1,0
C48-092,L48,NORMAL,-0.10156222831005379,1,0
C41-031,L41,LATENT_DEFECT,0.006868275130372692,-1,1
C35-089,L35,NORMAL,-0.06749324420413122,1,0
C32-015,L32,LATENT_DEFECT,-0.02826331545348798,1,0
C39-094,L39,NORMAL,-0.07775511173717514,1,0
C29-079,L29,OBVIOUS_FAILURE,0.15196352284120862,-1,1
C41-010,L41,NORMAL,-0.10317618440073495,1,0
C26-055,L26,NORMAL,-0.0881597059952664,1,0
C40-086,L40,LATENT_DEFECT,0.02305622135709373,-1,1
C46-056,L46,OBVIOUS_FAILURE,0.20731050023549835,-1,1
C39-014,L39,LATENT_DEFECT,0.041143108389189886,-1,1
C35-011,L35,NORMAL,-0.1041066917406348,1,0
C25-071,L25,NORMAL,-0.09015650820080096,1,0
C35-099,L35,LATENT_DEFECT,-0.0020913560275844234,1,0
C40-008,L40,NORMAL,-0.11528886189597753,1,0
C22-096,L22,NORMAL,-0.1130882516976322,1,0
C27-078,L27,NORMAL,-0.11044805518403866,1,0
C45-067,L45,NORMAL,-0.12237461287008872,1,0
C48-070,L48,NORMAL,-0.10324621065560613,1,0
C06-098,L06,NORMAL,-0.07897593315152507,1,0
C28-043,L28,NORMAL,-0.12733353026259653,1,0
C24-065,L24,NORMAL,-0.10442786835857065,1,0
C46-077,L46,NORMAL,-0.10314508901778058,1,0
C19-059,L19,NORMAL,-0.11532201496283656,1,0
C43-083,L43,NORMAL,-0.11073298610271542,1,0
C40-018,L40,NORMAL,-0.09084130387482703,1,0
C27-003,L27,LATENT_DEFECT,0.018195977718644785,-1,1
C33-018,L33,LATENT_DEFECT,0.07330576657878185,-1,1
C24-087,L24,NORMAL,-0.030262031268005807,1,0
C08-050,L08,LATENT_DEFECT,0.04238054083430409,-1,1
C31-065,L31,LATENT_DEFECT,0.018067582833030893,-1,1
C16-044,L16,NORMAL,-0.13175518565865363,1,0
C44-052,L44,NORMAL,-0.12658780836955907,1,0
C47-062,L47,NORMAL,-0.10431124356127275,1,0
C16-070,L16,OBVIOUS_FAILURE,0.13272636303333374,-1,1
C40-087,L40,NORMAL,-0.09473954377571947,1,0
C43-068,L43,NORMAL,-0.0897350334392304,1,0
C31-049,L31,NORMAL,-0.1246370088474349,1,0
C22-080,L22,NORMAL,-0.10225056611259631,1,0
C44-031,L44,NORMAL,-0.11765571277529852,1,0
C47-006,L47,NORMAL,-0.09046003184319257,1,0
C42-069,L42,NORMAL,-0.11920626762957909,1,0
C43-095,L43,NORMAL,-0.11310568572267321,1,0
C32-081,L32,NORMAL,-0.1019867986321148,1,0
C25-058,L25,LATENT_DEFECT,0.06508427853915277,-1,1
C17-087,L17,NORMAL,-0.1229579876784071,1,0
C46-043,L46,NORMAL,-0.10770351420962582,1,0
C05-041,L05,NORMAL,-0.0784010137513152,1,0
C17-089,L17,NORMAL,-0.11878720004045795,1,0
C08-024,L08,NORMAL,-0.08024405438225735,1,0
C38-078,L38,LATENT_DEFECT,0.0533230642891952,-1,1
C17-015,L17,NORMAL,-0.053739810310209524,1,0
C45-095,L45,OBVIOUS_FAILURE,0.23907532801713627,-1,1
C35-029,L35,NORMAL,-0.09299461276737042,1,0
C32-014,L32,NORMAL,-0.11439135875207135,1,0
C28-019,L28,NORMAL,-0.1218287623577951,1,0
C40-077,L40,NORMAL,-0.12634374882162114,1,0
C26-084,L26,NORMAL,-0.10250238003978668,1,0
C16-019,L16,NORMAL,-0.10505375602003558,1,0
C10-007,L10,NORMAL,-0.11951665010826928,1,0
C28-002,L28,NORMAL,-0.10174754869030611,1,0
C28-024,L28,NORMAL,-0.09685776965614512,1,0
C48-027,L48,LATENT_DEFECT,-0.011327726238081315,1,0
C43-078,L43,LATENT_DEFECT,-0.01752892962868363,1,0
C33-025,L33,NORMAL,-0.10239357143210065,1,0
C10-098,L10,NORMAL,-0.12033624547558242,1,0
C47-068,L47,NORMAL,-0.07924631271920224,1,0
C08-043,L08,NORMAL,-0.0457969294607522,1,0
C35-077,L35,OBVIOUS_FAILURE,0.16463583397599835,-1,1
C41-051,L41,NORMAL,-0.12736726368723067,1,0
C17-083,L17,NORMAL,-0.0866476454687885,1,0
C25-024,L25,NORMAL,-0.05123785374011408,1,0
C32-013,L32,NORMAL,-0.13447490943922896,1,0
C50-051,L50,NORMAL,-0.08155646739979228,1,0
C08-004,L08,NORMAL,-0.07883003276134143,1,0
C43-060,L43,NORMAL,-0.09685478175531553,1,0
C33-064,L33,NORMAL,-0.1250590072171175,1,0
C16-065,L16,LATENT_DEFECT,0.01812668629100278,-1,1
C22-078,L22,LATENT_DEFECT,0.011935582304026693,-1,1
C24-045,L24,NORMAL,-0.10945980595277516,1,0
C44-079,L44,NORMAL,-0.11334598263842766,1,0
C32-005,L32,NORMAL,-0.07395267446496562,1,0
C39-037,L39,OBVIOUS_FAILURE,0.2631754693391771,-1,1
C32-011,L32,NORMAL,-0.11581983830214643,1,0
C04-085,L04,NORMAL,-0.10906460711754862,1,0
C40-090,L40,NORMAL,-0.12365324056597343,1,0
C19-042,L19,NORMAL,-0.04296042136361217,1,0
C19-062,L19,NORMAL,-0.1003426982104974,1,0
C18-042,L18,NORMAL,-0.11768606060764808,1,0
C30-045,L30,NORMAL,-0.1141943735925895,1,0
C42-072,L42,NORMAL,-0.11493570243787998,1,0
C35-013,L35,NORMAL,-0.09124050025433744,1,0
C39-029,L39,NORMAL,-0.11309499904621578,1,0
C40-064,L40,NORMAL,-0.1281764725242045,1,0
C06-091,L06,NORMAL,-0.09279616711214222,1,0
C39-019,L39,NORMAL,-0.11097360876355616,1,0
C27-039,L27,NORMAL,-0.08839829337268423,1,0
C16-005,L16,NORMAL,-0.13105884036815868,1,0
C47-013,L47,OBVIOUS_FAILURE,0.15723330094834387,-1,1
C19-017,L19,NORMAL,-0.08859426860713393,1,0
C29-014,L29,NORMAL,-0.12437338662778769,1,0
C33-048,L33,NORMAL,-0.09004223822737084,1,0
C21-100,L21,NORMAL,-0.09512405851580613,1,0
C21-089,L21,OBVIOUS_FAILURE,0.11973181444524927,-1,1
C39-061,L39,NORMAL,-0.0747439360642273,1,0
C44-050,L44,LATENT_DEFECT,-0.008077342902643558,1,0
C18-022,L18,NORMAL,-0.1236812077189483,1,0
C29-070,L29,NORMAL,-0.09594037738229855,1,0
C48-003,L48,NORMAL,-0.12089472966696246,1,0
C43-037,L43,NORMAL,-0.10213583598086196,1,0
C43-074,L43,NORMAL,-0.12305742748488419,1,0
C25-003,L25,NORMAL,-0.05760058683672842,1,0
C21-001,L21,NORMAL,-0.09498664973780585,1,0
C43-036,L43,NORMAL,-0.13303849035019522,1,0
C04-019,L04,NORMAL,-0.12014451186270902,1,0
C10-094,L10,NORMAL,-0.10230413989876813,1,0
C22-026,L22,NORMAL,-0.07753004308284112,1,0
C26-005,L26,NORMAL,-0.1108347239793841,1,0
C30-099,L30,NORMAL,-0.09537476016545565,1,0
C28-075,L28,NORMAL,-0.07404784175867002,1,0
C42-025,L42,NORMAL,-0.07460030151930624,1,0
C33-030,L33,NORMAL,-0.06674705300438694,1,0
C46-011,L46,NORMAL,-0.10381102825668037,1,0
C11-085,L11,NORMAL,-0.1174424810088141,1,0
C41-024,L41,NORMAL,-0.11535971239045678,1,0
C16-088,L16,NORMAL,-0.141680699233466,1,0
C38-019,L38,NORMAL,-0.12901428845123353,1,0
C27-018,L27,NORMAL,-0.07874290812806428,1,0
C40-053,L40,OBVIOUS_FAILURE,0.19964449098345216,-1,1
C30-084,L30,NORMAL,-0.10371186281210076,1,0
C21-010,L21,NORMAL,-0.09648477952807066,1,0
C43-016,L43,NORMAL,-0.11952598411471854,1,0
C08-061,L08,NORMAL,-0.0578285099043776,1,0
C44-081,L44,NORMAL,-0.12742877607582165,1,0
C46-095,L46,NORMAL,-0.07423590903344285,1,0
